Date,region_name,RR,ALTI,PMERM,INST,GLOT,DHUMI40,NEIGETOTX,BROU,ORAG,GRESIL,GRELE,ROSEE,VERGLAS,GELEE,FUMEE,BRUME,ECLAIR,TX,TNSOL,FXY,DRR,year,density,Workday?,day_of_week,y_true,y_pred_rf,error_rf,abs_error_rf,ape_rf
2016-06-27,Centre-Val de Loire,1.5556756756756758,150.64324324324323,1022.27,152.11111111111111,1337.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,21.86283185840708,10.88,5.466666666666667,79.44444444444444,2016,65.3095685066975,1,0,30.783601630185586,31.952710290455002,-1.1691086602694156,1.1691086602694156,0.03797829357118615
2019-04-25,Nouvelle-Aquitaine,8.537132352941176,248.86496350364965,1006.1478260869566,380.7586206896552,1799.8857142857144,56.91011235955056,1.8222222222222224,0.0,0.803921568627451,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0526315789473684,0.6,16.123036649214658,8.0125,9.7625,229.94444444444449,2019,70.6235967246419,1,3,37.33264739848616,36.54903056606299,0.7836168324231707,0.7836168324231707,0.02099012223400597
2016-08-26,Occitanie,0.0162464985994397,512.3801652892562,1017.3142857142856,637.65,2257.208333333333,358.6896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.063967611336032,13.335849056603772,5.611711711711712,0.0,2016,79.11981246800048,1,4,32.722583621922254,32.44341979531259,0.2791638266096612,0.2791638266096612,0.00853122814964174
2015-03-22,Occitanie,2.988972431077694,577.2408759124088,1013.690476190476,94.73076923076924,803.3666666666667,0.0,15.84,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727272,0.0,9.117454545454546,6.374418604651163,5.892660550458715,287.7333333333333,2015,78.65327482455108,1,6,36.43735003294837,37.54120945396111,-1.1038594210127357,1.1038594210127357,0.030294722852008356
2021-10-29,Auvergne-Rhône-Alpes,1.0838805970149257,812.2929577464789,1011.88,246.78125,768.1388888888889,60.83168316831683,0.10062893081761,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,15.839556962025316,5.114634146341463,8.067032967032967,116.15384615384616,2021,114.61683214618952,1,4,43.90709262257373,44.196601220929985,-0.28950859835625664,0.28950859835625664,0.006593663597335899
2015-08-16,Auvergne-Rhône-Alpes,0.4020833333333333,727.542,1013.9466666666668,375.6444444444445,1999.0,40.93181818181818,0.0167785234899328,0.3953488372093023,0.0333333333333333,0.0,0.0,0.1153846153846153,0.0,0.0,0.0,0.0714285714285714,0.0,18.929565217391303,9.585294117647058,5.069135802469136,22.5,2015,111.27392401747628,1,6,30.890623123658713,33.619497969323255,-2.728874845664542,2.728874845664542,0.08833990929406453
2019-10-09,Normandie,10.867777777777778,124.31182795698923,1010.45,261.25,907.2,0.0,0.0,0.0,0.5882352941176471,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.25,15.378571428571428,8.04,11.120588235294118,180.8571428571429,2019,110.39811485693406,1,2,42.00651302002507,41.32266602630437,0.6838469937206995,0.6838469937206995,0.016279546774851435
2016-09-12,Centre-Val de Loire,0.0652849740932642,149.66839378238342,1013.3,370.8888888888889,1433.2,303.18333333333334,0.0,0.125,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,32.15565217391305,11.978571428571428,3.930769230769231,15.11111111111111,2016,65.3095685066975,1,0,32.677804044120215,32.86473661413154,-0.18693257001132224,0.18693257001132224,0.005720475271279823
2014-08-28,Occitanie,2.405897435897436,491.56060606060606,1016.0666666666668,653.1538461538462,2287.6666666666665,165.58035714285714,0.0,0.3666666666666666,0.7083333333333334,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0952380952380952,0.0,29.22932330827068,13.090697674418603,5.020560747663552,30.857142857142858,2014,78.06166422804614,1,3,31.117027727420812,30.725454153088208,0.39157357433260387,0.39157357433260387,0.012583900288834595
2015-10-24,Hauts-de-France,0.2214285714285714,93.69014084507042,1016.8166666666666,84.44444444444444,558.6666666666666,0.0,0.0,0.2,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,14.625,7.49375,5.551515151515151,41.6,2015,187.76377464540215,1,5,44.06756366414774,41.6051215754846,2.4624420886631384,2.4624420886631384,0.05587878891765762
2019-03-09,Nouvelle-Aquitaine,4.252091254752852,264.44528301886794,1027.2347826086957,4.8,415.05555555555554,0.0,3.074468085106383,0.2272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,13.472486772486771,6.0875,6.904999999999999,476.8333333333333,2019,70.6235967246419,1,5,40.46394441265636,41.72344056978403,-1.2594961571276713,1.2594961571276713,0.031126381154835236
2019-07-06,Auvergne-Rhône-Alpes,4.718683651804671,735.7459016393443,1012.1866666666666,563.516129032258,2370.1,190.0695652173913,1.1703056768558953,0.0625,0.9788732394366196,0.0,0.875,0.0476190476190476,0.0,0.0,0.0,0.0769230769230769,1.0,29.80814606741573,14.986046511627906,7.4144444444444435,103.46153846153848,2019,113.60794096719938,1,5,37.204821721818995,35.488836689411755,1.7159850324072394,1.7159850324072394,0.046122651649199084
2019-12-20,Hauts-de-France,4.991176470588235,92.52941176470588,985.7833333333332,87.125,231.55555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.016666666666666,6.946666666666667,11.757575757575758,241.125,2019,187.6066585399981,1,4,49.06054957687387,51.43101706913958,-2.3704674922657105,2.3704674922657105,0.048317181772866404
2015-04-23,Centre-Val de Loire,0.0571428571428571,153.98816568047337,1016.68,786.1111111111111,2498.818181818182,285.1186440677966,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,23.35833333333333,3.4766666666666666,4.681481481481482,0.0,2015,65.32796152896316,1,3,34.732132884923246,34.897565923749774,-0.16543303882652793,0.16543303882652793,0.004763111995656019
2018-08-21,Normandie,0.24,126.05747126436782,1020.79,98.8,1133.4,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.7,0.0,23.62,14.714285714285714,3.936363636363637,26.285714285714285,2018,110.47929404282615,1,1,37.1064923964914,38.51044607641157,-1.4039536799201713,1.4039536799201713,0.03783579607957135
2019-09-17,Île-de-France,0.0083333333333333,103.06,1022.311111111111,342.1666666666667,1245.4444444444443,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67142857142857,12.2,5.966666666666667,0.0,2019,1016.3995413607078,1,1,26.14343320602968,25.475402094533994,0.6680311114956865,0.6680311114956865,0.025552539560339285
2019-10-30,Occitanie,3.766455696202532,494.444099378882,1019.2761904761904,249.47619047619048,837.4230769230769,1.4867256637168142,0.0416666666666666,0.8235294117647058,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.0,19.486234817813767,8.745098039215685,4.006481481481481,173.16666666666666,2019,80.8190992131191,1,2,30.22592418743053,30.788828212116847,-0.5629040246863184,0.5629040246863184,0.018623219624635007
2016-11-27,Île-de-France,0.03,101.9423076923077,1020.8888888888888,210.5,397.1666666666667,0.0,0.0,0.3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8,0.0,8.916666666666666,0.6454545454545454,6.581818181818182,1.7,2016,1004.3468473921198,1,6,34.7501372436976,36.633259730057375,-1.883122486359774,1.883122486359774,0.05419036110884424
2021-01-14,Auvergne-Rhône-Alpes,12.971780821917807,830.6911392405063,1021.5666666666668,101.15151515151516,377.2162162162162,0.0,38.20670391061452,0.4761904761904761,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.3076923076923077,0.0,5.146491228070175,2.6527777777777777,7.16236559139785,623.0769230769231,2021,114.61683214618952,1,3,58.024532061119785,54.69348345591757,3.331048605202213,3.331048605202213,0.05740759100167145
2015-01-03,Bourgogne-Franche-Comté,13.8599173553719,387.52868852459017,1030.24,1.9444444444444444,109.61111111111111,0.0,2.4785714285714286,0.9152542372881356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,9.829192546583853,0.395,8.948780487804877,450.625,2015,58.79210886886391,1,5,47.99215864215474,46.19991325676628,1.792245385388462,1.792245385388462,0.03734454618677575
2018-06-18,Hauts-de-France,0.1529411764705882,92.52941176470588,1021.7,292.625,1621.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,20.431818181818183,13.106666666666666,7.496969696969697,25.5,2018,187.5804464874163,1,0,39.79875112173199,40.08931799393028,-0.2905668721982906,0.2905668721982906,0.007300904273014194
2020-07-20,Grand Est,0.0194552529182879,289.0739299610895,1017.0785714285714,683.7222222222222,2510.478260869565,297.1515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.801086956521736,11.693333333333335,5.767796610169492,0.0,2020,96.4080661141916,1,0,38.02233862954911,38.21986120701257,-0.19752257746345947,0.19752257746345947,0.005194908691334558
2014-07-04,Hauts-de-France,4.856944444444444,93.28767123287672,1009.9916666666668,263.0,1526.7777777777778,0.9444444444444444,0.0,0.0,0.4615384615384615,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,26.51086956521739,10.666666666666666,7.4875,189.25,2014,187.64443013901052,1,4,42.42297402864661,39.88757122206175,2.5354028065848553,2.5354028065848553,0.059764852984497185
2019-11-26,Bourgogne-Franche-Comté,4.614070351758794,385.7688442211056,1006.39,97.07692307692308,397.6428571428572,5.088888888888889,0.1428571428571428,0.6666666666666666,0.1428571428571428,0.0,0.0,0.5,0.0,0.0,0.0,0.4444444444444444,0.0,12.814649681528662,4.571428571428571,6.2682926829268295,169.75,2019,58.47198621746907,1,1,46.3355170766829,44.427364221979836,1.9081528547030615,1.9081528547030615,0.04118121421054511
2017-02-27,Occitanie,1.94,579.2766497461929,1011.7523809523808,483.75,1232.68,40.95762711864407,12.212765957446807,0.66,0.0,0.0,0.1111111111111111,0.125,0.0,0.0,0.0,0.5454545454545454,0.0,13.964638783269962,-0.3557692307692308,6.521428571428571,151.3125,2017,79.61927336646352,1,0,41.59499697353442,42.0068458529333,-0.4118488793988817,0.4118488793988817,0.009901404237675845
2014-09-28,Occitanie,15.732432432432432,498.0744680851064,1022.6095238095238,265.65384615384613,1155.8,10.36842105263158,0.0228571428571428,0.4545454545454545,0.3181818181818182,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.1904761904761904,0.0,22.404296875,10.978571428571428,7.173394495412844,349.2,2014,78.06166422804614,1,6,24.9066745678971,25.130492917259573,-0.22381834936247458,0.22381834936247458,0.00898627990912514
2015-04-17,Provence-Alpes-Côte d'Azur,1.1185185185185185,726.7323232323232,1015.5176470588236,214.55555555555557,1409.764705882353,0.0,6.953488372093023,0.3888888888888889,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,16.910884353741498,10.911111111111111,6.281609195402299,42.90909090909091,2015,158.10698606161728,1,4,40.47402773614974,39.58404262459134,0.8899851115584028,0.8899851115584028,0.021989042383928945
2018-08-31,Nouvelle-Aquitaine,0.0620938628158844,246.29032258064515,1021.5478260869564,414.6333333333333,1727.3243243243244,29.41111111111111,0.0,0.1363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,23.75027027027027,11.8125,4.4,4.222222222222222,2018,70.26507876324844,1,4,34.001931175371396,34.25071630017753,-0.24878512480613324,0.24878512480613324,0.007316793962372576
2017-01-05,Auvergne-Rhône-Alpes,0.0938976377952756,810.5094696969697,1029.26,164.22857142857143,459.953488372093,27.758064516129032,5.636645962732919,0.3571428571428571,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.4615384615384615,0.0,0.2365333333333333,-1.9439024390243904,7.840909090909091,14.461538461538462,2017,112.27100654367489,1,3,65.5323593624639,63.852202915727695,1.6801564467361985,1.6801564467361985,0.025638577075895504
2015-06-09,Bourgogne-Franche-Comté,0.0088785046728971,392.02777777777777,1019.48,336.5,1860.8235294117649,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.565161290322585,11.045,6.869047619047619,0.0,2015,58.79210886886391,1,1,38.50525002304197,36.44293359318787,2.0623164298541,2.0623164298541,0.05355935692105345
2016-09-24,Hauts-de-France,0.0417910447761194,92.52941176470588,1020.2833333333332,622.6666666666666,1591.0,136.5,0.0,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4444444444444444,0.0,24.023255813953487,7.04,7.594117647058823,0.0,2016,187.66673693941988,1,5,37.031931771455014,36.24656428728985,0.7853674841651639,0.7853674841651639,0.021207845402179723
2015-04-16,Auvergne-Rhône-Alpes,4.608984375,788.1988847583643,1015.32,172.88888888888889,1226.235294117647,187.587786259542,9.574018126888218,0.275,0.55,0.0,0.0769230769230769,0.1724137931034483,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,17.778688524590162,6.432352941176471,7.527710843373494,317.7857142857143,2015,111.27392401747628,1,3,43.32356990582782,41.224896746245236,2.0986731595825816,2.0986731595825816,0.048441833479097786
2016-02-19,Bretagne,2.1457831325301204,91.4,1020.4642857142856,198.73684210526315,702.3636363636364,0.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,10.619117647058824,-3.377272727272727,9.455555555555556,379.6666666666667,2016,120.75022817560595,1,4,51.067146243084515,50.958403161949136,0.10874308113537978,0.10874308113537978,0.0021294137055643983
2019-07-27,Occitanie,14.104375,508.8834355828221,1006.935,35.714285714285715,746.0,0.135593220338983,0.0265486725663716,0.4347826086956521,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,20.813025210084035,16.21923076923077,7.897297297297298,389.9411764705882,2019,80.8190992131191,1,5,27.993396464125087,27.57457656594593,0.41881989817915866,0.41881989817915866,0.014961382001869016
2017-10-07,Occitanie,0.0247058823529411,518.1820809248555,1023.852380952381,614.047619047619,1678.5,325.3135593220339,0.046979865771812,0.2142857142857142,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0454545454545454,0.0,19.436286919831225,4.149056603773585,6.418584070796459,0.0,2017,79.61927336646352,1,5,27.736385096444852,28.686179651754372,-0.94979455530952,0.94979455530952,0.03424363166521022
2021-08-22,Hauts-de-France,3.575,93.16176470588236,1019.2454545454548,215.57142857142856,1338.75,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,21.2703125,13.95,8.358823529411765,94.75,2021,187.3050168621942,1,6,31.533409882287636,33.68916198107667,-2.155752098789037,2.155752098789037,0.06836406548332997
2017-05-24,Centre-Val de Loire,0.0364583333333333,149.828125,1024.13,644.6666666666666,2412.6666666666665,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4444444444444444,0.0,24.57391304347826,9.04074074074074,4.778571428571429,0.2222222222222222,2017,65.26867823405735,1,2,32.52826198679322,32.668486565316286,-0.14022457852306758,0.14022457852306758,0.0043108536981438334
2019-11-11,Grand Est,3.9875,299.8333333333333,1010.1384615384616,73.38888888888889,347.5652173913044,0.0,0.0777777777777777,0.8846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,6.602325581395348,-0.4733333333333333,6.905263157894737,216.3,2019,96.29659108524471,0,0,46.243677580023395,45.18752524265408,1.056152337369312,1.056152337369312,0.022838848301225206
2014-03-25,Auvergne-Rhône-Alpes,2.5762075134168154,826.6844827586207,1008.7733333333332,137.55555555555554,1075.843137254902,28.931818181818183,27.96716417910448,0.1794871794871795,0.0,0.0,0.0,0.16,0.0833333333333333,0.0833333333333333,0.0,0.0714285714285714,0.0,6.506683168316831,-0.603030303030303,4.660493827160494,174.5,2014,110.4725741488523,1,1,53.07285570605984,56.247937382251294,-3.1750816761914535,3.1750816761914535,0.0598249638794295
2016-08-08,Bourgogne-Franche-Comté,0.261244019138756,391.7047619047619,1022.33,637.4666666666667,2327.6428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8794701986755,9.86153846153846,5.161904761904762,26.666666666666668,2016,58.737879758256526,1,0,30.540339732140005,35.57339400629837,-5.033054274158367,5.033054274158367,0.16480020578204915
2014-03-28,Île-de-France,0.0142857142857142,102.39655172413794,1014.2333333333332,614.7142857142857,1738.7142857142858,417.7272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,15.930434782608694,-1.0277777777777777,5.645833333333333,0.0,2014,996.922950872682,1,4,36.18180404761895,32.25797718629481,3.9238268613241374,3.9238268613241374,0.10844751840111415
2018-01-10,Hauts-de-France,1.2181818181818185,90.56410256410255,1007.5916666666668,76.625,226.125,0.0,0.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,8.778260869565218,4.557142857142857,5.577419354838709,151.77777777777777,2018,187.5804464874163,1,2,60.295717532063044,55.00118478991398,5.294532742149066,5.294532742149066,0.08780943254312437
